sourceName,objectType,system,layer,baseName,side,suffix,paren,proposedAnatomyId,polyCount,include
Iliocostalis colli muscle.er,MESH,Muscular insertions,muscle,Iliocostalis colli muscle.er,,,,muscle.iliocostalisColliMuscleEr,16,
Iliocostalis lumborum muscle.l,MESH,Muscular system,muscle,Iliocostalis lumborum muscle,left,l,,muscle.iliocostalisLumborum,10038,
Iliocostalis lumborum muscle.r,MESH,Muscular system,muscle,Iliocostalis lumborum muscle,right,r,,muscle.iliocostalisLumborum,10038,
Iliocostalis muscles.j,MESH,Muscular system,muscle,Iliocostalis muscles,,j,,muscle.iliocostalisMuscles,0,
Iliocostalis thoracis muscle.l,MESH,Muscular system,muscle,Iliocostalis thoracis muscle,left,l,,muscle.iliocostalisThoracis,5772,
Iliocostalis thoracis muscle.r,MESH,Muscular system,muscle,Iliocostalis thoracis muscle,right,r,,muscle.iliocostalisThoracis,5772,
Iliopectineal arch.l,MESH,Muscular system,muscle,Iliopectineal arch,left,l,,muscle.iliopectinealArch,13,
Iliopectineal arch.r,MESH,Muscular system,muscle,Iliopectineal arch,right,r,,muscle.iliopectinealArch,13,
(Iliopectineal bursa).l,MESH,Muscular system,muscle,Iliopectineal bursa,left,l,1,muscle.iliopectinealBursa,192,
(Iliopectineal bursa).r,MESH,Muscular system,muscle,Iliopectineal bursa,right,r,1,muscle.iliopectinealBursa,192,
Iliopsoas muscle.j,MESH,Muscular system,muscle,Iliopsoas muscle,,j,,muscle.iliopsoas,0,
Iliopsoas fascia.l,MESH,Muscular system,muscle,Iliopsoas fascia,left,l,,muscle.iliopsoasFascia,830,
Iliopsoas fascia.r,MESH,Muscular system,muscle,Iliopsoas fascia,right,r,,muscle.iliopsoasFascia,830,
Iliopsoas muscle.el,MESH,Muscular insertions,muscle,Iliopsoas muscle.el,,,,muscle.iliopsoasMuscleEl,106,
Iliopsoas muscle.er,MESH,Muscular insertions,muscle,Iliopsoas muscle.er,,,,muscle.iliopsoasMuscleEr,106,
Iliotibial tract.l,MESH,Muscular system,muscle,Iliotibial tract,left,l,,muscle.iliotibialTract,48612,
Iliotibial tract.r,MESH,Muscular system,muscle,Iliotibial tract,right,r,,muscle.iliotibialTract,48612,
Inferior extensor retinaculum of ankle.l,MESH,Muscular system,muscle,Inferior extensor retinaculum of ankle,left,l,,muscle.inferiorExtensorRetinaculumOfAnkle,65,
Inferior extensor retinaculum of ankle.r,MESH,Muscular system,muscle,Inferior extensor retinaculum of ankle,right,r,,muscle.inferiorExtensorRetinaculumOfAnkle,65,
Inferior fibular retinaculum.l,MESH,Muscular system,muscle,Inferior fibular retinaculum,left,l,,muscle.inferiorFibularRetinaculum,35,
Inferior fibular retinaculum.r,MESH,Muscular system,muscle,Inferior fibular retinaculum,right,r,,muscle.inferiorFibularRetinaculum,35,
Inferior gemellus muscle.l,MESH,Muscular system,muscle,Inferior gemellus muscle,left,l,,muscle.inferiorGemellus,976,
Inferior gemellus muscle.ol,MESH,Muscular insertions,muscle,Inferior gemellus muscle,left,ol,,muscle.inferiorGemellus,21,
Inferior gemellus muscle.or,MESH,Muscular insertions,muscle,Inferior gemellus muscle,right,or,,muscle.inferiorGemellus,21,
Inferior gemellus muscle.r,MESH,Muscular system,muscle,Inferior gemellus muscle,right,r,,muscle.inferiorGemellus,976,
Inferior head of lateral pterygoid muscle.l,MESH,Muscular system,muscle,Inferior head of lateral pterygoid muscle,left,l,,muscle.inferiorHeadOfLateralPterygoid,326,
Inferior head of lateral pterygoid muscle.r,MESH,Muscular system,muscle,Inferior head of lateral pterygoid muscle,right,r,,muscle.inferiorHeadOfLateralPterygoid,326,
Inferior oblique muscle.l,MESH,Muscular system,muscle,Inferior oblique muscle,left,l,,muscle.inferiorOblique,1148,
Inferior oblique muscle.r,MESH,Muscular system,muscle,Inferior oblique muscle,right,r,,muscle.inferiorOblique,1148,
Inferior pharyngeal constrictor.l,MESH,Muscular system,muscle,Inferior pharyngeal constrictor,left,l,,muscle.inferiorPharyngealConstrictor,3696,
Inferior pharyngeal constrictor.r,MESH,Muscular system,muscle,Inferior pharyngeal constrictor,right,r,,muscle.inferiorPharyngealConstrictor,3696,
Inferior rectus muscle.l,MESH,Muscular system,muscle,Inferior rectus muscle,left,l,,muscle.inferiorRectus,1736,
Inferior rectus muscle.r,MESH,Muscular system,muscle,Inferior rectus muscle,right,r,,muscle.inferiorRectus,1736,
Inferior subtendinous bursa of biceps femoris muscle.l,MESH,Muscular system,muscle,Inferior subtendinous bursa of biceps femoris muscle,left,l,,muscle.inferiorSubtendinousBursaOfBicepsFemoris,48,
Inferior subtendinous bursa of biceps femoris muscle.r,MESH,Muscular system,muscle,Inferior subtendinous bursa of biceps femoris muscle,right,r,,muscle.inferiorSubtendinousBursaOfBicepsFemoris,48,
Inferior tarsus.l,MESH,Muscular system,muscle,Inferior tarsus,left,l,,muscle.inferiorTarsus,106,
Inferior tarsus.r,MESH,Muscular system,muscle,Inferior tarsus,right,r,,muscle.inferiorTarsus,106,
Infrahyoid muscles.j,MESH,Muscular system,muscle,Infrahyoid muscles,,j,,muscle.infrahyoidMuscles,0,
Infraspinatus muscle.l,MESH,Muscular system,muscle,Infraspinatus muscle,left,l,,muscle.infraspinatus,3166,
Infraspinatus muscle.ol,MESH,Muscular insertions,muscle,Infraspinatus muscle,left,ol,,muscle.infraspinatus,1027,
Infraspinatus muscle.or,MESH,Muscular insertions,muscle,Infraspinatus muscle,right,or,,muscle.infraspinatus,1027,
Infraspinatus muscle.r,MESH,Muscular system,muscle,Infraspinatus muscle,right,r,,muscle.infraspinatus,3166,
Infraspinatus muscle.el,MESH,Muscular insertions,muscle,Infraspinatus muscle.el,,,,muscle.infraspinatusMuscleEl,79,
Infraspinatus muscle.er,MESH,Muscular insertions,muscle,Infraspinatus muscle.er,,,,muscle.infraspinatusMuscleEr,79,
Inguinal ligament.l,MESH,Muscular system,muscle,Inguinal ligament,left,l,,muscle.inguinalLigament,1056,
Inguinal ligament.r,MESH,Muscular system,muscle,Inguinal ligament,right,r,,muscle.inguinalLigament,1056,
Innermost intercostal muscles.l,MESH,Muscular system,muscle,Innermost intercostal muscles,left,l,,muscle.innermostIntercostalMuscles,38254,
Innermost intercostal muscles.r,MESH,Muscular system,muscle,Innermost intercostal muscles,right,r,,muscle.innermostIntercostalMuscles,38254,
Intermediate tendon of digastric muscle.l,MESH,Muscular system,muscle,Intermediate tendon of digastric muscle,left,l,,muscle.intermediateTendonOfDigastric,228,
Intermediate tendon of digastric muscle.r,MESH,Muscular system,muscle,Intermediate tendon of digastric muscle,right,r,,muscle.intermediateTendonOfDigastric,228,
Intermuscular gluteal bursae.l,MESH,Muscular system,muscle,Intermuscular gluteal bursae,left,l,,muscle.intermuscularGlutealBursae,164,
Intermuscular gluteal bursae.r,MESH,Muscular system,muscle,Intermuscular gluteal bursae,right,r,,muscle.intermuscularGlutealBursae,164,
Internal abdominal oblique muscle.l,MESH,Muscular system,muscle,Internal abdominal oblique muscle,left,l,,muscle.internalAbdominalOblique,28869,
Internal abdominal oblique muscle.ol,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle,left,ol,,muscle.internalAbdominalOblique,381,
Internal abdominal oblique muscle.or,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle,right,or,,muscle.internalAbdominalOblique,381,
Internal abdominal oblique muscle.r,MESH,Muscular system,muscle,Internal abdominal oblique muscle,right,r,,muscle.internalAbdominalOblique,28869,
Internal abdominal oblique muscle.o1l,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o1l,,,,muscle.internalAbdominalObliqueMuscleO1l,61,
Internal abdominal oblique muscle.o1r,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o1r,,,,muscle.internalAbdominalObliqueMuscleO1r,61,
Internal abdominal oblique muscle.o2l,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o2l,,,,muscle.internalAbdominalObliqueMuscleO2l,83,
Internal abdominal oblique muscle.o2r,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o2r,,,,muscle.internalAbdominalObliqueMuscleO2r,83,
Internal abdominal oblique muscle.o3l,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o3l,,,,muscle.internalAbdominalObliqueMuscleO3l,66,
Internal abdominal oblique muscle.o3r,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o3r,,,,muscle.internalAbdominalObliqueMuscleO3r,66,
Internal abdominal oblique muscle.o4l,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o4l,,,,muscle.internalAbdominalObliqueMuscleO4l,461,
Internal abdominal oblique muscle.o4r,MESH,Muscular insertions,muscle,Internal abdominal oblique muscle.o4r,,,,muscle.internalAbdominalObliqueMuscleO4r,461,
Internal intercostal muscles.l,MESH,Muscular system,muscle,Internal intercostal muscles,left,l,,muscle.internalIntercostalMuscles,40184,
Internal intercostal muscles.r,MESH,Muscular system,muscle,Internal intercostal muscles,right,r,,muscle.internalIntercostalMuscles,40184,
Interspinales colli muscles.l,MESH,Muscular system,muscle,Interspinales colli muscles,left,l,,muscle.interspinalesColliMuscles,444,
Interspinales colli muscles.r,MESH,Muscular system,muscle,Interspinales colli muscles,right,r,,muscle.interspinalesColliMuscles,444,
Interspinales lumborum muscles.l,MESH,Muscular system,muscle,Interspinales lumborum muscles,left,l,,muscle.interspinalesLumborumMuscles,562,
Interspinales lumborum muscles.r,MESH,Muscular system,muscle,Interspinales lumborum muscles,right,r,,muscle.interspinalesLumborumMuscles,562,
Interspinales muscles.j,MESH,Muscular system,muscle,Interspinales muscles,,j,,muscle.interspinalesMuscles,0,
Interspinales thoracis muscles.l,MESH,Muscular system,muscle,Interspinales thoracis muscles,left,l,,muscle.interspinalesThoracisMuscles,198,
Interspinales thoracis muscles.r,MESH,Muscular system,muscle,Interspinales thoracis muscles,right,r,,muscle.interspinalesThoracisMuscles,198,
Intertransversarii muscles.j,MESH,Muscular system,muscle,Intertransversarii muscles,,j,,muscle.intertransversariiMuscles,0,
Intertubercular tendon sheath.l,MESH,Muscular system,muscle,Intertubercular tendon sheath,left,l,,muscle.intertubercularTendonSheath,0,
Intertubercular tendon sheath.r,MESH,Muscular system,muscle,Intertubercular tendon sheath,right,r,,muscle.intertubercularTendonSheath,0,
Intrinsic auricular muscles.j,MESH,Muscular system,muscle,Intrinsic auricular muscles,,j,,muscle.intrinsicAuricularMuscles,0,
Investing abdominal fascia.l,MESH,Muscular system,muscle,Investing abdominal fascia,left,l,,muscle.investingAbdominalFascia,5618,
Investing abdominal fascia.r,MESH,Muscular system,muscle,Investing abdominal fascia,right,r,,muscle.investingAbdominalFascia,5618,
Laryngeal muscles.j,MESH,Muscular system,muscle,Laryngeal muscles,,j,,muscle.laryngealMuscles,0,
Lateral compartment of leg.j,MESH,Muscular system,muscle,Lateral compartment of leg,,j,,muscle.lateralCompartmentOfLeg,0,
Lateral crico-arytenoid muscle.l,MESH,Muscular system,muscle,Lateral crico-arytenoid muscle,left,l,,muscle.lateralCricoArytenoid,1624,
Lateral crico-arytenoid muscle.r,MESH,Muscular system,muscle,Lateral crico-arytenoid muscle,right,r,,muscle.lateralCricoArytenoid,1624,
Lateral femoral intermuscular septum.l,MESH,Muscular system,muscle,Lateral femoral intermuscular septum,left,l,,muscle.lateralFemoralIntermuscularSeptum,294,
Lateral femoral intermuscular septum.r,MESH,Muscular system,muscle,Lateral femoral intermuscular septum,right,r,,muscle.lateralFemoralIntermuscularSeptum,294,
Lateral head of flexor hallucis brevis.l,MESH,Muscular system,muscle,Lateral head of flexor hallucis brevis,left,l,,muscle.lateralHeadOfFlexorHallucisBrevis,966,
Lateral head of flexor hallucis brevis.ol,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis,left,ol,,muscle.lateralHeadOfFlexorHallucisBrevis,94,
Lateral head of flexor hallucis brevis.or,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis,right,or,,muscle.lateralHeadOfFlexorHallucisBrevis,94,
Lateral head of flexor hallucis brevis.r,MESH,Muscular system,muscle,Lateral head of flexor hallucis brevis,right,r,,muscle.lateralHeadOfFlexorHallucisBrevis,966,
Lateral head of flexor hallucis brevis.el,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis.el,,,,muscle.lateralHeadOfFlexorHallucisBrevisEl,11,
Lateral head of flexor hallucis brevis.er,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis.er,,,,muscle.lateralHeadOfFlexorHallucisBrevisEr,11,
Lateral head of flexor hallucis brevis.o1l,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis.o1l,,,,muscle.lateralHeadOfFlexorHallucisBrevisO1l,21,
Lateral head of flexor hallucis brevis.o1r,MESH,Muscular insertions,muscle,Lateral head of flexor hallucis brevis.o1r,,,,muscle.lateralHeadOfFlexorHallucisBrevisO1r,21,
Lateral head of gastrocnemius.l,MESH,Muscular system,muscle,Lateral head of gastrocnemius,left,l,,muscle.lateralHeadOfGastrocnemius,4908,
Lateral head of gastrocnemius.ol,MESH,Muscular insertions,muscle,Lateral head of gastrocnemius,left,ol,,muscle.lateralHeadOfGastrocnemius,17,
Lateral head of gastrocnemius.or,MESH,Muscular insertions,muscle,Lateral head of gastrocnemius,right,or,,muscle.lateralHeadOfGastrocnemius,17,
Lateral head of gastrocnemius.r,MESH,Muscular system,muscle,Lateral head of gastrocnemius,right,r,,muscle.lateralHeadOfGastrocnemius,4908,
Lateral head of triceps brachii.l,MESH,Muscular system,muscle,Lateral head of triceps brachii,left,l,,muscle.lateralHeadOfTricepsBrachii,3628,
Lateral head of triceps brachii.ol,MESH,Muscular insertions,muscle,Lateral head of triceps brachii,left,ol,,muscle.lateralHeadOfTricepsBrachii,72,
Lateral head of triceps brachii.or,MESH,Muscular insertions,muscle,Lateral head of triceps brachii,right,or,,muscle.lateralHeadOfTricepsBrachii,72,
Lateral head of triceps brachii.r,MESH,Muscular system,muscle,Lateral head of triceps brachii,right,r,,muscle.lateralHeadOfTricepsBrachii,3628,
Lateral intermuscular septum of arm.l,MESH,Muscular system,muscle,Lateral intermuscular septum of arm,left,l,,muscle.lateralIntermuscularSeptumOfArm,80,
Lateral intermuscular septum of arm.r,MESH,Muscular system,muscle,Lateral intermuscular septum of arm,right,r,,muscle.lateralIntermuscularSeptumOfArm,80,
Lateral patellar retinaculum.l,MESH,Muscular system,muscle,Lateral patellar retinaculum,left,l,,muscle.lateralPatellarRetinaculum,6,
Lateral patellar retinaculum.r,MESH,Muscular system,muscle,Lateral patellar retinaculum,right,r,,muscle.lateralPatellarRetinaculum,6,
Lateral pterygoid muscle.ol,MESH,Muscular insertions,muscle,Lateral pterygoid muscle,left,ol,,muscle.lateralPterygoid,49,
Lateral pterygoid muscle.or,MESH,Muscular insertions,muscle,Lateral pterygoid muscle,right,or,,muscle.lateralPterygoid,49,
Lateral pterygoid muscle.o1l,MESH,Muscular insertions,muscle,Lateral pterygoid muscle.o1l,,,,muscle.lateralPterygoidMuscleO1l,21,
Lateral pterygoid muscle.o1r,MESH,Muscular insertions,muscle,Lateral pterygoid muscle.o1r,,,,muscle.lateralPterygoidMuscleO1r,21,
Lateral rectus muscle.l,MESH,Muscular system,muscle,Lateral rectus muscle,left,l,,muscle.lateralRectus,1600,
Lateral rectus muscle.r,MESH,Muscular system,muscle,Lateral rectus muscle,right,r,,muscle.lateralRectus,1600,
Lateral subtendinous bursa of gastrocnemius muscle.l,MESH,Muscular system,muscle,Lateral subtendinous bursa of gastrocnemius muscle,left,l,,muscle.lateralSubtendinousBursaOfGastrocnemius,48,
Lateral subtendinous bursa of gastrocnemius muscle.r,MESH,Muscular system,muscle,Lateral subtendinous bursa of gastrocnemius muscle,right,r,,muscle.lateralSubtendinousBursaOfGastrocnemius,48,
Latissimus dorsi muscle.l,MESH,Muscular system,muscle,Latissimus dorsi muscle,left,l,,muscle.latissimusDorsi,21580,
Latissimus dorsi muscle.ol,MESH,Muscular insertions,muscle,Latissimus dorsi muscle,left,ol,,muscle.latissimusDorsi,46,
Latissimus dorsi muscle.or,MESH,Muscular insertions,muscle,Latissimus dorsi muscle,right,or,,muscle.latissimusDorsi,46,
Latissimus dorsi muscle.r,MESH,Muscular system,muscle,Latissimus dorsi muscle,right,r,,muscle.latissimusDorsi,21580,
Latissimus dorsi muscle.el,MESH,Muscular insertions,muscle,Latissimus dorsi muscle.el,,,,muscle.latissimusDorsiMuscleEl,231,
Latissimus dorsi muscle.er,MESH,Muscular insertions,muscle,Latissimus dorsi muscle.er,,,,muscle.latissimusDorsiMuscleEr,231,
Levator anguli oris.l,MESH,Muscular system,muscle,Levator anguli oris,left,l,,muscle.levatorAnguliOris,330,
Levator anguli oris.ol,MESH,Muscular insertions,muscle,Levator anguli oris,left,ol,,muscle.levatorAnguliOris,14,
Levator anguli oris.or,MESH,Muscular insertions,muscle,Levator anguli oris,right,or,,muscle.levatorAnguliOris,14,
Levator anguli oris.r,MESH,Muscular system,muscle,Levator anguli oris,right,r,,muscle.levatorAnguliOris,330,
Levator ani.j,MESH,Muscular system,muscle,Levator ani,,j,,muscle.levatorAni,0,
Levator ani.ol,MESH,Muscular insertions,muscle,Levator ani,left,ol,,muscle.levatorAni,42,
Levator ani.or,MESH,Muscular insertions,muscle,Levator ani,right,or,,muscle.levatorAni,42,
Levator labii superioris.l,MESH,Muscular system,muscle,Levator labii superioris,left,l,,muscle.levatorLabiiSuperioris,540,
Levator labii superioris.ol,MESH,Muscular insertions,muscle,Levator labii superioris,left,ol,,muscle.levatorLabiiSuperioris,67,
Levator labii superioris.or,MESH,Muscular insertions,muscle,Levator labii superioris,right,or,,muscle.levatorLabiiSuperioris,67,
Levator labii superioris.r,MESH,Muscular system,muscle,Levator labii superioris,right,r,,muscle.levatorLabiiSuperioris,540,
Levator nasolabialis.l,MESH,Muscular system,muscle,Levator nasolabialis,left,l,,muscle.levatorNasolabialis,172,
Levator nasolabialis.ol,MESH,Muscular insertions,muscle,Levator nasolabialis,left,ol,,muscle.levatorNasolabialis,24,
Levator nasolabialis.or,MESH,Muscular insertions,muscle,Levator nasolabialis,right,or,,muscle.levatorNasolabialis,24,
Levator nasolabialis.r,MESH,Muscular system,muscle,Levator nasolabialis,right,r,,muscle.levatorNasolabialis,172,
Levator palpebrae superioris.l,MESH,Muscular system,muscle,Levator palpebrae superioris,left,l,,muscle.levatorPalpebraeSuperioris,2152,
Levator palpebrae superioris.r,MESH,Muscular system,muscle,Levator palpebrae superioris,right,r,,muscle.levatorPalpebraeSuperioris,2152,
Levator scapulae.l,MESH,Muscular system,muscle,Levator scapulae,left,l,,muscle.levatorScapulae,3082,
Levator scapulae.ol,MESH,Muscular insertions,muscle,Levator scapulae,left,ol,,muscle.levatorScapulae,11,
Levator scapulae.or,MESH,Muscular insertions,muscle,Levator scapulae,right,or,,muscle.levatorScapulae,11,
Levator scapulae.r,MESH,Muscular system,muscle,Levator scapulae,right,r,,muscle.levatorScapulae,3082,
Levator scapulae.el,MESH,Muscular insertions,muscle,Levator scapulae.el,,,,muscle.levatorScapulaeEl,897,
Levator scapulae.er,MESH,Muscular insertions,muscle,Levator scapulae.er,,,,muscle.levatorScapulaeEr,897,
